createdAt,retweetCount,viewCount,id,isReply,text,text_limpio,sentiment
Thu Mar 06 13:43:53 +0000 2025,2,25,1897644302961889678,False,"Todos los días nos levantamos con noticias de balaceras o asesinatos.
El Chile de Boric es el Chile más violento de la historia de nuestro país. Nunca antes habían muerto tantos compatriotas inocentes acuchillados o acribillados en las calles.",días levantamos noticias balaceras asesinatos chile boric chile violento historia país nunca muerto tantos compatriotas inocentes acuchillados acribillados calles,Negative
Thu Mar 06 13:43:00 +0000 2025,0,8,1897644083465670945,False,Todos los días nos levantamos con noticias de balaceras o asesinatos. El Chile de Boric es el Chile más violento de la historia de nuestro país.,días levantamos noticias balaceras asesinatos chile boric chile violento historia país,Negative
Thu Mar 06 13:42:33 +0000 2025,0,11,1897643970152337733,True,"@andres20ad @JessicaBravoLa2 Hay que volver a la calle y echarlos a patadas a todos.
Boric ha sido desde el 15 de noviembre de 2019 un hijo de p.",volver calle echarlos patadas boric sido noviembre hijo p,Negative
Thu Mar 06 13:42:20 +0000 2025,0,5,1897643913923395710,True,@aquiradiomoscu @joseher48860980 Si nombrai a las autoridades por amistad o por pertenecia a partidos politicos obviamente iba a kedar la caga poh awe0na0 y obviamente es culpa de Boric scw3a,si nombrai autoridades amistad pertenecia partidos politicos obviamente iba kedar caga poh awena obviamente culpa boric scwa,Negative
Thu Mar 06 13:42:14 +0000 2025,0,14,1897643891127353800,True,@Liatanis Ahora mismo tienes a economistas estadounidenses asesores de Yeltsin como Jeffrey Sachs adelantando por la vía de la racionalidad y de la izquierda a paniaguados como Boric.,ahora mismo economistas estadounidenses asesores yeltsin jeffrey sachs adelantando vía racionalidad izquierda paniaguados boric,Neutral
Thu Mar 06 13:42:12 +0000 2025,0,32,1897643880205492698,True,@Zara_WF Renuncia Boric…. Xq así será un gran y Fantástico Día… Saludos Besadora 🥰,renuncia boric xq así gran fantástico día saludos besadora,Positive
Thu Mar 06 13:42:09 +0000 2025,1,57,1897643869585485920,False,🔴 CANAL 13 FILTRA MENSAJES SECRETOS BORRADOS por CARIOLA y BORIC se DESP... https://t.co/QSAyXLrnAG a través de @YouTube,canal filtra mensajes secretos borrados cariola boric desp través,Negative
Thu Mar 06 13:41:18 +0000 2025,0,14,1897643653826290002,True,"@desbordes Puede que la mina no sepa nada. Eso no lo exculpa. Otra cosa es con guitarra. Santiago no es la comuna chica que cualquiera la maneja. Lavin se dio cuenta. No es llegar y decir no pago, o saco los toldos mañana. Ojo con los asesores que vienen de Coltauco y los que no saben nada",puede mina sepa exculpa cosa guitarra santiago comuna chica cualquiera maneja lavin dio cuenta llegar decir pago saco toldos mañana ojo asesores vienen coltauco saben,Neutral
Thu Mar 06 13:40:54 +0000 2025,0,12,1897643554991718712,True,"@EFEnoticias Esta decidido a ir a la guerra señor boric, en contra de la madre tierra de sus ideologias.",decidido ir guerra señor boric madre tierra ideologias,Negative
Thu Mar 06 13:40:50 +0000 2025,0,6,1897643537249743002,True,"@martaguzb @katitaporfia Solo para agregar información Mathei no esta titulada, pal caso es igual que el Boric",solo agregar información mathei titulada pal caso igual boric,Negative
Thu Mar 06 13:40:25 +0000 2025,0,11,1897643431603638640,True,"@Incorru47125032 eres un bot del gobierno? Porque lo que dices es justamente al revés! Derechos sociales? los únicos con derechos son los mato es y criminales que entran en masa a matar chilenos por las fronteras, el resto de los mortales no tenemos dereshos! 2 Boric culpaba a Piñera de todo lo..",bot gobierno dices justamente revés derechos sociales únicos derechos mato criminales entran masa matar chilenos fronteras resto mortales dereshos boric culpaba piñera,Negative
Thu Mar 06 13:40:18 +0000 2025,0,24,1897643401329184870,True,"@meganoticiascl A mi igual me tinca que es show mediatico, para tapar otras tantas de los Boric",igual tinca show mediatico tapar tantas boric,Negative
Thu Mar 06 13:40:17 +0000 2025,0,22,1897643400351887381,True,"@MariaElenaSal13 @GabrielBoric Hola. Podrías detallarme cuáles han sido los robos descarados de Gabriel Boric? Si se fue al chancho frente a una persona que se robó un banco completo, debe ser realmente terrible. Eso si, fake news no te acepto. Te leo atenta",hola podrías detallarme cuáles sido robos descarados gabriel boric si chancho frente persona robó banco completo debe ser realmente terrible si fake news acepto leo atenta,Negative
Thu Mar 06 13:40:10 +0000 2025,0,29,1897643368101839010,True,"@evemitocondrial Cirrosis a los 40 imagínate como tienen las neuronas 

Boric es uno de esos",cirrosis imagínate neuronas boric,Neutral
Thu Mar 06 13:40:00 +0000 2025,0,562,1897643327077720319,False,Presidente Boric matiza señales sobre aspirantes oficialistas: “El candidato del Gobierno es Chile” https://t.co/Z6TLIokH2b https://t.co/aBTdgTGU1m,presidente boric matiza señales aspirantes oficialistas candidato gobierno chile,Neutral
Thu Mar 06 13:39:48 +0000 2025,0,9,1897643275705545183,True,@ernestogarratt Los antecedentes de Valencia se sabían y pese a eso fue puesto en la terna por Boric! Flor de fiscal Nacional tenemos! 🌳,antecedentes valencia sabían pese puesto terna boric flor fiscal nacional,Neutral
Thu Mar 06 13:39:11 +0000 2025,0,7,1897643123712368929,False,"La utilización de una figura femenina, para tapar su cobardía, hace que Boric quede en ridículo histórico.
Este gobierno quiere salvar los muebles intentando lavar su imagen pero será recordado como el primer gobierno feminista de cartón.",utilización figura femenina tapar cobardía hace boric quede ridículo histórico gobierno quiere salvar muebles intentando lavar imagen recordado primer gobierno feminista cartón,Negative
Thu Mar 06 13:38:57 +0000 2025,0,5,1897643065260576850,True,@carolacarrasc @T13 Se compró la camisa donde mismo las compra Boric,compró camisa mismo compra boric,Neutral
Thu Mar 06 13:38:15 +0000 2025,0,137,1897642887937941983,False,Estos son los extranjeros que recibió Boric y sus súbditos para tenerlos en estas condiciones #ContigoCHV,extranjeros recibió boric súbditos tenerlos condiciones contigochv,Negative
Thu Mar 06 13:38:11 +0000 2025,0,10,1897642869508153662,True,"@eduardomenoni Pero hasta la basura se separa.

Petro es la más apestosa; Boric, la reciclable.",basura separa petro apestosa boric reciclable,Negative
Thu Mar 06 13:37:40 +0000 2025,3,136,1897642738465566827,False,"Tenemos al peor embajador en USA un weon que estaba en el comando de Hilary cuando ganó Trump 1 y ahora escribía tuits en contra de Trump candidato 2024

Cómo creen q termina la historia",peor embajador usa weon comando hilary ganó trump ahora escribía tuits trump candidato cómo creen q termina historia,Negative
Thu Mar 06 13:37:23 +0000 2025,0,8,1897642668022276343,True,si ustedes creen q los viejos van a votar por otro presidente joven despues d boric.........,si ustedes creen q viejos van votar presidente joven despues d boric,Negative
Thu Mar 06 13:37:19 +0000 2025,0,33,1897642651903570339,True,@CNNChile Ya nadie cree en el #ColegiodeProfesores Boric mató el gremialismo..,nadie cree colegiodeprofesores boric mató gremialismo,Negative
Thu Mar 06 13:37:18 +0000 2025,0,1,1897642647998624235,True,@Cr7Beldano @Claudiashein @GabrielBoric @alvaroelizalde Imaginate estar compartiendo tamaña falsedad y ver tu perfil lleno de fake news como lo de estados unidos requisandole dinero a Boric. Lo de las fuentes confiables no es lo tuyo eh?,imaginate compartiendo tamaña falsedad ver perfil lleno fake news unidos requisandole dinero boric fuentes confiables eh,Negative
Thu Mar 06 13:37:11 +0000 2025,0,3,1897642621004054753,True,"@JulioVerne59345 Cuenta Fantasma, despues del horror de vivir un estallido social sin ningun partido politico detras, Boric es lo mejor que le pudo haber pasado a la derecha, es imposible decir que este gob es nefasto, aguanto toda la artilleria comunicacional de los medios y las fake de SEPU.",cuenta fantasma despues horror vivir estallido social ningun partido politico detras boric mejor pudo haber pasado derecha imposible decir gob nefasto aguanto toda artilleria comunicacional medios fake sepu,Negative
Thu Mar 06 13:36:46 +0000 2025,0,96,1897642512749040099,True,"@RosaTor87035528 MOLUSCO APOYA A JUAN EL HIJO DE CHAVEZ DALMAO.EL APOYA A DIAZ CANEL A MADURO A ORTEGA A BORIC,A BOLIVIA A SANCHEZ.PUES NO APOYA QUE ESTOS TENGAN DERECHOS Y LIBERTADES.",molusco apoya juan hijo chavez dalmaoel apoya diaz canel maduro ortega borica bolivia sanchezpues apoya derechos libertades,Negative
Thu Mar 06 13:36:04 +0000 2025,89,957,1897642339717259734,False,"Al fin un periodista le enrostra a Boric sobre quién fue el responsable de que recibiera un país destruido y violento.

https://t.co/dSwfgjWobw",fin periodista enrostra boric quién responsable recibiera país destruido violento,Negative
Thu Mar 06 13:35:46 +0000 2025,0,7,1897642262441381969,True,"@Adolfocspe57077 @MarciaVarSan tremenda pinta de pederasta, no seras uno de los pensionados y liberados del acosador sexual y encubridor de violadores de Boric? https://t.co/hCkDxqCY56",tremenda pinta pederasta seras pensionados liberados acosador sexual encubridor violadores boric,Negative
Thu Mar 06 13:35:11 +0000 2025,0,1824,1897642116806779055,False,"🇺🇸 🇨🇱 Boric se anticipa a Trump y advierte medidas contra los aranceles para ""proteger a Chile""

Boric está en conversaciones con líderes de otros países como México, Panamá y Francia para coordinar respuestas conjuntas a los aranceles impuestos.https://t.co/GzsifydWUQ",boric anticipa trump advierte medidas aranceles proteger chile boric conversaciones líderes países méxico panamá francia coordinar respuestas conjuntas aranceles impuestos,Neutral
Thu Mar 06 13:34:55 +0000 2025,0,57,1897642049265901727,True,"@biobio Cuenten la verdad completa...la gente ilusa no ve más allá estas platas no van a la familia allende  son del parido llegan a Cuba y Venezuela done están los que mandan,diosdado y boric es una mascarada  pero x bajo cuerda articulan el saqueo del estado de CHILE esa es su lucha...",cuenten verdad completala gente ilusa ve allá platas van familia allende parido llegan cuba venezuela done mandandiosdado boric mascarada x bajo cuerda articulan saqueo chile lucha,Negative
Thu Mar 06 13:34:44 +0000 2025,0,7,1897642004336484607,True,"@lissybaby19 Chile''s Next President Is A Leftist Millennial. Gabriel Boric, who rose the ranks during anti-government protests, was elected after",chiles next president is leftist millennial gabriel boric who rose the ranks during antigovernment protests was elected after,Neutral
Thu Mar 06 13:34:03 +0000 2025,0,4,1897641831506067939,True,"@daniel_nunez_a Tanto dañó a la democracia q frente a las crisis el actual Presidente de Chile le pedía ayuda a él y a su equipo.

Boric afirmó que Piñera fue un gran democrata. 

Qué cambió?.",dañó democracia q frente crisis actual presidente chile pedía ayuda equipo boric afirmó piñera gran democrata cambió,Negative
Thu Mar 06 13:33:35 +0000 2025,0,18,1897641711775474034,True,"@DRESTRUM__Pl WINTER = UN PERFECTO IMBÉCIL. 
QUIEN DICE IMBECILIDADES NO DEBE PRETENDER SER PRESIDENTE DE CHILE. DEJARÁ LA CAGADA. BORIC YA LO DEMOSTRÓ.",winter perfecto imbécil dice imbecilidades debe pretender ser presidente chile dejará cagada boric demostró,Negative
Thu Mar 06 13:32:50 +0000 2025,0,31,1897641525934272535,True,@Nanete96ss Ke hizo boric hoy,ke hizo boric hoy,Neutral
Thu Mar 06 13:31:06 +0000 2025,0,202,1897641086274744632,False,La comisaría de #Ñuñoa en el estallido golpeaba a detenidos violando sus ddhh a lavados por piñera y la prensa ahora por boric,comisaría ñuñoa estallido golpeaba detenidos violando ddhh lavados piñera prensa ahora boric,Negative
Thu Mar 06 13:31:01 +0000 2025,0,206,1897641068570481040,False,OTRA RATA DE LA MAFIA DE BORIC QUE PREFIERE QUE SIGAN ASESINANDO CARABINEROS Y CIUDADANOS Y DEFIENDE DELINCUENTES ASESINOS NARCOS Y TERRORISTAS https://t.co/lo5n67Bk9B,rata mafia boric prefiere sigan asesinando carabineros ciudadanos defiende delincuentes asesinos narcos terroristas,Negative
Thu Mar 06 13:30:18 +0000 2025,3,423,1897640887057850373,True,"@GobiernodeChile Boric debiera irse preocupando de las querellas que le llegarán, cuando deje el gobierno. Antecedentes sobran para tales acciones, pienso yo.",boric debiera irse preocupando querellas llegarán deje gobierno antecedentes sobran tales acciones pienso,Negative
Thu Mar 06 13:30:00 +0000 2025,2,2233,1897640812336353658,False,"🇨🇱 🇩🇪 Chile pushes for a #ColoniaDignidad memorial.

🌍During Steinmeier’s visit, President Boric vowed to accelerate its construction on the site of the former German colony.

More 👇 
https://t.co/9znyd57NZG",chile pushes for coloniadignidad memorial during steinmeiers visit president boric vowed to accelerate its construction on the site of the former german colony more,Neutral
Thu Mar 06 13:30:00 +0000 2025,0,169,1897640812332097651,False,"🇨🇱 🇩🇪 Chile will Gedenkstätte für #ColoniaDignidad vorantreiben. 

🌍 Bei Steinmeiers Besuch kündigte Präsident Boric an, den Bau auf dem Gelände der ehemaligen deutschen Kolonie zu beschleunigen.

Mehr 👇 
https://t.co/eiTAALBoPx",chile will gedenksttte für coloniadignidad vorantreiben bei steinmeiers besuch kündigte prsident boric an den bau auf dem gelnde der ehemaligen deutschen kolonie zu beschleunigen mehr,Neutral
Thu Mar 06 13:29:39 +0000 2025,1,76,1897640722880168395,False,"Pero Como???
Boric dijo que estábamos la raja",boric dijo raja,Negative
Thu Mar 06 13:29:29 +0000 2025,0,17,1897640680048001474,True,"@omaticaya52 Q vergüenza  esperar q los niños entren al colegio para hacer clases y Boric ""Avanzamos""",q vergüenza esperar q niños entren colegio hacer clases boric avanzamos,Negative
Thu Mar 06 13:28:52 +0000 2025,0,22,1897640526045913509,True,"@elvillegaschile @AIexis___ Protegidos por este gobierno de mierda,del fraude amplio, progre globalista, de el Boric, fanáticos del comunismo, se abren de piernas ante los chinos.",protegidos gobierno mierdadel fraude amplio progre globalista boric fanáticos comunismo abren piernas chinos,Negative
Thu Mar 06 13:28:38 +0000 2025,0,619,1897640467556159536,True,@XPHOENIXDRAGON @VYanchevsk19011 Stop the Boric Acid hate it’s not right,stop the boric acid hate its not right,Negative
Thu Mar 06 13:28:15 +0000 2025,0,191,1897640371867246597,False,#Ñuñoa pacos de boric por error  golpean y detienen a dos primos suben fotos así actúa esta intitucion podrida losconocemos sabemos que golpean y asesinan a inocentes https://t.co/3QutJzbgpY,ñuñoa pacos boric error golpean detienen dos primos suben fotos así actúa intitucion podrida losconocemos sabemos golpean asesinan inocentes,Negative
Thu Mar 06 13:28:00 +0000 2025,2,51,1897640309703528655,False,"Esto es lo mínimo que espero de nuestro próximo gobierno de ultraextremaderecha en Chile ☝🏼

            🔥 🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱 🔥

#KarolCariola #MallChino #Venekos #Chile #Boric https://t.co/Nhih3yMEo6",mínimo espero próximo gobierno ultraextremaderecha chile karolcariola mallchino venekos chile boric,Negative
Thu Mar 06 13:26:55 +0000 2025,0,3,1897640033349251319,True,"@CNNChile De qué gestión económica hablas drogadicto enfermo mental @GabrielBoric si empezando por ti con suerte sabes sumar y restar porro de mierda, eres un cero a la izquierda en cifras y para que hablar de la manga de incompetentes que diriges tonto aweonao.",gestión económica hablas drogadicto enfermo mental si empezando suerte sabes sumar restar porro mierda cero izquierda cifras hablar manga incompetentes diriges tonto aweonao,Negative
Thu Mar 06 13:26:25 +0000 2025,0,2,1897639910032425060,True,@p4purrip0p Boric es un ignorante que contrata a ignorantes y lo alaban los ignorantes .,boric ignorante contrata ignorantes alaban ignorantes,Negative
Thu Mar 06 13:26:15 +0000 2025,0,6,1897639865648320763,False,ESTA ES UNA RATA TRAIDORA Y VENDE PATRIA LAME BOTAS DE BORIC Y SU MAFIA JOHANNES KÁISER PRESIDENTE DE CHILE Y A TERMINAR CON ESTAS LACRAS Y A RECUPERAR NUESTRO PAÍS https://t.co/jUiKMpLgfd,rata traidora vende patria lame botas boric mafia johannes káiser presidente chile terminar lacras recuperar país,Negative
Thu Mar 06 13:25:18 +0000 2025,0,17,1897639629999747502,False,"La campaña de Tohá va a ser más cuma que la de Boric. 

En ácidos!!!!",campaña tohá va ser cuma boric ácidos,Negative
Thu Mar 06 13:24:18 +0000 2025,0,75,1897639374642119142,True,@jorgesolimano Pero según boric la migración esta controlada en el norte definitivamente estos wns viven en el mundo de bilz y pap https://t.co/fx8liCSlPU,según boric migración controlada norte definitivamente wns viven mundo bilz pap,Negative
Thu Mar 06 13:24:10 +0000 2025,0,3,1897639342605991996,False,Hajajaja ! Ella la que quiere ser presidente igual de corrupta como Boric https://t.co/Ng7fCiCzSF,hajajaja quiere ser presidente igual corrupta boric,Negative
Thu Mar 06 13:23:51 +0000 2025,0,2,1897639262620618994,False,BORIC JACKSON Y TODAS ESTAS MALDITAS RATAS A LA CÁRCEL https://t.co/DmcR6lzZM0,boric jackson todas malditas ratas cárcel,Negative
Thu Mar 06 13:23:48 +0000 2025,0,4,1897639251883278513,True,@EFEnoticias Boric de conflictos internacionales no sabe una mierda...,boric conflictos internacionales sabe mierda,Negative
Thu Mar 06 13:22:33 +0000 2025,0,10,1897638935616000465,True,@Vicente15477281 @T13 Para la cagada que tiene Boric hoy (superior a cualquiera de Piñera) este gobierno no sufrió ninguna protesta. 🤷,cagada boric hoy superior cualquiera piñera gobierno sufrió ninguna protesta,Negative
Thu Mar 06 13:22:14 +0000 2025,0,51,1897638854556852557,True,@JoviNomas Estas hablando de Boric??? 🤣🤣🤣 Son cara de 🍑,hablando boric cara,Negative
Thu Mar 06 13:21:23 +0000 2025,0,23,1897638641314287692,True,"@Roja53C Ahora entienden porque votaron por el que les prometía todo gratis, igual que aquí votaron por Boric. 
La gente es tonta, su CI es bajo y en Chile solo estamos involucionando, paren de mezclarse y eduquen a sus hijos en valores blancos y mapuches ancestrales. Nada de caribeños.",ahora entienden votaron prometía gratis igual aquí votaron boric gente tonta ci bajo chile solo involucionando paren mezclarse eduquen hijos valores blancos mapuches ancestrales caribeños,Negative
Thu Mar 06 13:21:22 +0000 2025,0,21,1897638637170204995,False,Detienen por error a dos primos son golpeados por los pacos de boric y suben fotos así actúan los pacos lo sabemos intitucion podrida y asesina https://t.co/L0FbCNA5Ca,detienen error dos primos golpeados pacos boric suben fotos así actúan pacos sabemos intitucion podrida asesina,Negative
Thu Mar 06 13:20:26 +0000 2025,0,47,1897638402549252420,True,"@ArasakaBG @solo_gemma La facilidad para poder comprarse una casita 
Aayy si la culpa no fue del chancho fueron los taraos q dijieron Boric lo va a cambiar todo"" claro q lo cambió puh tonto y re tonto sin saber se sabia q con ellos hay caos ROBOS d la plata del Estado de Chile NO del gobierno d turno",facilidad poder comprarse casita aayy si culpa chancho taraos q dijieron boric va cambiar claro q cambió puh tonto re tonto saber sabia q caos robos d plata chile gobierno d turno,Negative
Thu Mar 06 13:20:22 +0000 2025,0,6,1897638384975142985,True,"@Panchitadelsur el que llegue no tendra UN SOLO PESO sea de la ideologia que sea.
EL LEGADO DE BORIC...",llegue tendra solo peso ideologia legado boric,Negative
Thu Mar 06 13:19:48 +0000 2025,0,8,1897638243190952199,True,"@HelmutKramer Será porque Boric no pesca weones cagados de la cabeza. Para esos están los candidatos de apellido alemán , ario y nazi.",boric pesca weones cagados cabeza candidatos apellido alemán ario nazi,Negative
Thu Mar 06 13:19:35 +0000 2025,0,57,1897638188795003286,False,"#MermeladaEs
Bogotá 
#FelizJueves

Un argentino a otro argentino libertario

-Che, hay apagón en Chile.
-Boric Comunista.
-Pero en la Argentina también!
-Problemas técnicos.
-Ah, entonces no tenés dinero, ni empleo, los precios altos y los salarios bajos, nadie come carne, y ahora sin electricidad?
-Mirá, no te sentís más libre ahora?",mermeladaes bogotá felizjueves argentino argentino libertario che apagón chile boric comunista argentina problemas técnicos ah entonces tenés dinero empleo precios altos salarios bajos nadie come carne ahora electricidad mirá sentís libre ahora,Negative
Thu Mar 06 13:18:55 +0000 2025,0,17,1897638023652655561,True,@toobar @miguellittin Osea con boric de presidente te cabe alguna duda de lo imbéciles que son ese 30%,osea boric presidente cabe alguna duda imbéciles,Negative
Thu Mar 06 13:18:53 +0000 2025,1,37,1897638015419269581,True,"@imagenesymas01 @maxagro1 Que extraña la Toha de Candidata... ver las fotos la campaña de Boric Sudado  1 corte de pelo Punk,tirando piedras junto a sus actuales Ministros ,Diputados, Senadores...si por esas COSA VOTARON CON CUARTO MEDIO NO VER 1 EN LA U...la CARIOLA  LO MENOS SE VE DUCHADA 🇨🇱👗🇨🇱",extraña toha candidata ver fotos campaña boric sudado corte pelo punktirando piedras junto actuales ministros diputados senadoressi cosa votaron cuarto medio ver ula cariola menos ve duchada,Negative
Thu Mar 06 13:18:31 +0000 2025,0,4,1897637920502173958,True,"@Swagsons1 @Roja53C pues por que boric se dio cuenta que los empresarios no Hacen nada si no es lo que ellos dicen..... un claro boicot por parte de ellos, pero no entiendes aun",pues boric dio cuenta empresarios hacen si dicen claro boicot parte entiendes aun,Negative
Thu Mar 06 13:18:07 +0000 2025,0,7,1897637820434460856,True,@Alvishake @aleonada2020 @Maestrajimena2 Anda al de Boric y te encontrarás es.festival de la wea,anda boric encontrarás esfestival wea,Neutral
Thu Mar 06 13:18:03 +0000 2025,0,2,1897637805385244777,False,Creo que si. Una cosa son los pensamientos y las palabras lo otro son los actos. Qué es más importante? Hablar o actuar? Otro como Boric.? Lo más seguro.,creo si cosa pensamientos palabras actos importante hablar actuar boric seguro,Neutral
Thu Mar 06 13:17:51 +0000 2025,0,5,1897637752914559040,True,"@alvaroh15166613 @KarolCariola @luviur22 Viejo maricón., aprende a tratar a las mujeres.",viejo maricón aprende tratar mujeres,Negative
Thu Mar 06 13:16:18 +0000 2025,0,51,1897637365025210731,True,"@cgajardop ""Como el Boric nunca le ofreció peguita, se pasó a la ultradereshaaaa"" diría un arbolito.",boric nunca ofreció peguita pasó ultradereshaaaa diría arbolito,Neutral
Thu Mar 06 13:16:16 +0000 2025,0,14,1897637353029607570,True,"@CalderonBassi Complemento: ""Yo no soy Boric ni Bachelet, tampoco voté Apruebo.""",complemento boric bachelet tampoco voté apruebo,Neutral
Thu Mar 06 13:16:02 +0000 2025,0,280,1897637297039855742,False,#MuchoGustoMega santiago es chile decían con prepotencia que les parece ahora santiago osea chile sea un mierdal y la ciudad más peligrosa de chile y fácilmente de las más peligrosas del Latinoamérica? Legado de boric y la candidata Toha. neme,muchogustomega santiago chile decían prepotencia parece ahora santiago osea chile mierdal ciudad peligrosa chile fácilmente peligrosas latinoamérica legado boric candidata toha neme,Negative
Thu Mar 06 13:15:58 +0000 2025,0,7,1897637279029399718,False,GRACIAS DROGADICTO BORIC,gracias drogadicto boric,Negative
Thu Mar 06 13:15:47 +0000 2025,0,9,1897637233387073549,True,@PedroCastilloTe Mientras tanto pinochetito boric https://t.co/RD0qpMEA9A,mientras pinochetito boric,Negative
Thu Mar 06 13:15:16 +0000 2025,0,4,1897637103292322281,True,"@RobertoMerken Están nerviosos los zurdos.  Quien destruyo el.pais,  la ruina del país es algo.que hay que agradecer a los comunistas, zurdos y Boric y compañia",nerviosos zurdos destruyo elpais ruina país algoque agradecer comunistas zurdos boric compañia,Negative
Thu Mar 06 13:14:50 +0000 2025,29,10840,1897636996173955458,False,"Ministra Jara sobre la posibilidad de ser candidata presidencial: “Voy a esperar lo que resuelva el PC y el presidente Boric”

https://t.co/TL66hq0zsD",ministra jara posibilidad ser candidata presidencial voy esperar resuelva pc presidente boric,Neutral
Thu Mar 06 13:14:44 +0000 2025,0,3,1897636967787176056,False,"pH-D Feminine Health - Boric Acid Wipes - Holistic Body Wipes - Travel Friendly, pH-Balanced, Paraben-Free, and Made with Essential Oils - Sensitive - 20 count https://t.co/sLq4EBIyEK",phd feminine health boric acid wipes holistic body wipes travel friendly phbalanced parabenfree and made with essential oils sensitive count,Neutral
Thu Mar 06 13:14:37 +0000 2025,0,12,1897636940796641396,False,GRACIAS DROGADICTO BORIC,gracias drogadicto boric,Negative
Thu Mar 06 13:14:36 +0000 2025,0,25,1897636934509359569,True,"@DavissVest @hombremaine @elenaveronicade @MacaRipa @GabrielBoric El presi que gobernó HACE 4 AÑOS ATRAS, mvrio hace 1 y lo siguen culpando de las gestiones de los ladrønes actuales? Ayer pasaron 150 personas por Colchane con Boric al poder, el mismo q decía q en Chile habían muchos chilenos y mandaba al TC a Piñera cuando se quería expulsar",presi gobernó hace años atras mvrio hace siguen culpando gestiones ladrnes actuales ayer pasaron personas colchane boric poder mismo q decía q chile chilenos mandaba tc piñera quería expulsar,Negative
Thu Mar 06 13:13:53 +0000 2025,0,77,1897636755160834455,False,"Boric es un tipejo en la línea de la visión imperialista Occidental, la misma que mató a Allende.

De la limpieza étnica de rusos perpetrada por los ucranianos y del golpe de Estado patrocinado por USA no dice nada.",boric tipejo línea visión imperialista occidental misma mató allende limpieza étnica rusos perpetrada ucranianos golpe patrocinado usa dice,Negative
Thu Mar 06 13:13:27 +0000 2025,0,11,1897636644670378146,True,"@CNNChile El Presidente Boric está ocupado en temas importantes, qué va a pescar a la rata inmunda y estafadora de Javier Piramilei.",presidente boric ocupado temas importantes va pescar rata inmunda estafadora javier piramilei,Negative
Thu Mar 06 13:12:06 +0000 2025,0,75,1897636307049812052,True,@Cachoescalona1 En el gobierno de Boric la corrupción es un modelo de gestión 🏛️🤑 cada semana un escándalo nuevo pero nunca hay culpables nunca hay renuncias todo queda en nada porque son ellos los que mandan,gobierno boric corrupción modelo gestión cada semana escándalo nuevo nunca culpables nunca renuncias queda mandan,Negative
Thu Mar 06 13:11:38 +0000 2025,0,12,1897636189030535288,False,"Literalmente son una ""cantinflada"" las explicaciones del Ministro Marcel: Sí pero no, no pero sí.
Estimaron mal, gastaron de más y se equivocaron.

Boric Tohá Jadue
Marcel defiende gestión fiscal de 2024: apunta a factores externos y volátiles ante déficit https://t.co/YnAQoYWCOv",literalmente cantinflada explicaciones ministro marcel estimaron mal gastaron equivocaron boric tohá jadue marcel defiende gestión fiscal apunta factores externos volátiles déficit,Negative
Thu Mar 06 13:11:34 +0000 2025,0,11,1897636173503181095,False,"Ese es el problema de la izquierda radical. Mientras estaba como alcalde alguien de su color político, estaba calladito. Cambio el bando y empezaron los patos y protestas.
Esto no es democracia, es chantaje político y lo veremos cuando salga boric.
#IzquierdaMiserableYLadrona",problema izquierda radical mientras alcalde alguien color político calladito cambio bando empezaron patos protestas democracia chantaje político veremos salga boric izquierdamiserableyladrona,Negative
Thu Mar 06 13:10:51 +0000 2025,2,31,1897635993676546220,True,"@ciper La tía y sobrina estarían en la boletería vendiendo los tickets?
Encabrona que está miasma lleve la firma de Boric .",tía sobrina boletería vendiendo tickets encabrona miasma lleve firma boric,Negative
Thu Mar 06 13:10:45 +0000 2025,0,5,1897635967604810076,True,"@T13 Boric, el presidente Boric!
PM qlo!",boric presidente boric pm qlo,Negative
Thu Mar 06 13:10:42 +0000 2025,0,94,1897635955730686262,False,"CARABINERO BALEADO, HASTA CUANDO BORIC Y SU MAFIA MALDITA DEFIENDEN DELINCUENTES NARCOS ASESINOS Y TERRORISTAS?
JOHANNES KÁISER PRESIDENTE DE CHILE Y A ENCARCELAR A TODAS ESTAS LACRAS Y A RECUPERAR NUESTRO PAÍS https://t.co/oagZWQtzeK",carabinero baleado boric mafia maldita defienden delincuentes narcos asesinos terroristas johannes káiser presidente chile encarcelar todas lacras recuperar país,Negative
Thu Mar 06 13:10:03 +0000 2025,0,45,1897635790894530580,True,@jgalemparte Eres Bacheletista y votaste por Boric. Infiero eso te de credenciales de consecuencia para criticar a Gollum Tohá.,bacheletista votaste boric infiero credenciales consecuencia criticar gollum tohá,Negative
Thu Mar 06 13:09:31 +0000 2025,0,8,1897635658031620515,True,"@RobertoMerken LAMENTABLEMENTE Robertin YA NO VERÁS MÁS EN UNAS MANIFESTACIONES a Boric, Vallejos, Jackson y compañía luchando por tus derechohhh, YA SE FORRARON💵💵, ya no lo necesitan,  tendrás que fanatizarte' en nuevos weones que te ofrezcan disnidah 😂🤣😂",lamentablemente robertin verás unas manifestaciones boric vallejos jackson compañía luchando derechohhh forraron necesitan fanatizarte nuevos weones ofrezcan disnidah,Negative
