date,text,score_label,score_negative,score_neutral,score_positive,retweetCount,replyCount,likeCount,quoteCount,robertuito_7,robertuito_214,robertuito_231,robertuito_244,robertuito_298,robertuito_311,robertuito_328,robertuito_373,robertuito_551,robertuito_625,robertuito_650
2022-06-18,boric respira derecha,0.598473072052002,0.1103932559490203,0.598473072052002,0.2911336719989776,2,0,8,0,-0.55572110414505,-0.4744279384613037,1.0351550579071045,-0.1466250121593475,0.2624942660331726,0.0107683539390563,-0.2748081982135772,-0.2446204125881195,1.131649613380432,1.5302830934524536,0.1167805045843124
2022-06-18,notable hagamos viral video trabajadores cobre boric hazte cargo prometiste voto rechazo mierda rt rt,0.782581627368927,0.782581627368927,0.1779567152261734,0.0394617207348346,333,31,313,15,0.3243060111999511,0.0138846980407834,0.9840918779373168,0.5409681797027588,-0.2727279961109161,-0.25153648853302,-0.1572798639535904,-0.2936440110206604,0.9858959913253784,0.3283702433109283,0.5104469656944275
2022-06-18,si colombia pudiera votar haría petro diferencia pedro castillo gabriel boric recién llegado política gestión alcalde creo bogotá diputado decir loquito tal,0.822266697883606,0.076078251004219,0.822266697883606,0.1016550213098526,2,0,1,0,0.3112574815750122,0.6841356158256531,0.7076441049575806,0.2345276772975921,0.2238484621047973,-0.2094141840934753,-0.6237771511077881,-0.6683856844902039,0.2076075971126556,0.2452867478132248,1.3738349676132202
2022-06-18,senadora usted escuchó mismo discurso chilenosel presidente boric dijo varias veces ningún trabajador quedara trabajo ningún trabajador dejara solosenadora vaya palco fumando ustedtal deba hacer test jiles,0.7762253880500793,0.7762253880500793,0.2115011811256408,0.0122733954340219,1,0,0,0,0.2387821972370147,0.1870701164007187,0.6527591943740845,0.0252346415072679,-0.1970505267381668,-0.2634103298187256,-0.524708092212677,-0.6720912456512451,1.110933542251587,0.4210723340511322,1.1174604892730713
2022-06-18,ja ja ja,0.488611489534378,0.0673170089721679,0.488611489534378,0.4440714716911316,0,0,1,0,0.3099915087223053,0.4406114220619201,0.3798504769802093,0.0478941313922405,-0.2936663031578064,0.453406423330307,-0.2968672513961792,-0.4310237467288971,0.143002301454544,0.9137775301933287,0.664457380771637
2022-06-18,castillo anuncia encuentro boric tratar temas fronterizos swi español,0.7228431701660156,0.0490086749196052,0.7228431701660156,0.2281480878591537,0,0,0,1,0.6928250789642334,0.1555661410093307,1.6171669960021973,0.1174065321683883,0.0150298494845628,-0.7086116075515747,-0.4814538955688476,0.3357532918453216,1.1362948417663574,1.1007299423217771,0.5391346216201782
2022-06-18,cabe cabeza garganta,0.7637515664100647,0.7637515664100647,0.1930187344551086,0.0432296469807624,0,0,1,0,-0.6005007028579712,0.918502926826477,0.504471480846405,0.3376842737197876,0.606131911277771,0.1226809993386268,0.4161852300167084,0.3693446815013885,1.562615156173706,1.0263326168060305,0.3164538741111755
2022-08-18,borussia dortmund investigado través emisario situación futbolística contractual juan pablo goicochea tras buena copa mitad mundo acercamiento oferta interés materializable futuro,0.7636691927909851,0.0507600046694278,0.7636691927909851,0.1855708509683609,22,18,440,6,0.3258480131626129,1.2769747972488403,0.805248498916626,0.3373647332191467,0.1444483250379562,0.261763334274292,-0.0922525227069854,-0.2269362062215805,0.0805874094367027,-0.0716327726840972,0.6692684292793274
2022-08-18,sichel vuelve cancha gobierno visto diez gabriel boric excandidato presidencial chile vamos acusó presidente hecho acomodarse suena popular minuto,0.5802032947540283,0.5802032947540283,0.369106113910675,0.0506906360387802,0,1,0,1,-0.0239154249429702,0.5828064680099487,1.0352340936660769,0.2010295689105987,0.1280133575201034,-0.1323849856853485,-0.5040807127952576,-0.6871806979179382,0.4423604905605316,-0.0918991863727569,0.8992003798484802
2022-08-18,congreso despacha proyecto declara septiembre feriado iniciativa quedó lista promulgada presidente gabriel boric,0.6665244698524475,0.12720587849617,0.6665244698524475,0.2062696069478988,0,0,0,0,0.3959330916404724,-0.0277418997138738,1.1929032802581787,-0.039531297981739,-0.1627877354621887,-0.4656583964824676,-0.6514914035797119,-0.5442212224006653,1.326969027519226,0.0539714731276035,1.0545514822006226
2022-08-18,paso rol senado camara diputados investigaciones vuelos secretos argentina realizados gob gabriel boric aviones chilenos recursos chilenos,0.6974786520004272,0.238977774977684,0.6974786520004272,0.0635435581207275,0,0,0,0,0.6262059211730957,0.3552305996417999,1.4529184103012085,0.3528913855552673,0.3856984078884125,-0.1825918406248092,-0.0075472057797014,-0.0285720117390155,0.6975873708724976,-0.0649907141923904,0.9089899063110352
2022-08-18,rodolfo carter boric joven habilita inepto marisela republicanos parisi mariana di girolamo pepe auth deyanira uandes carol bown,0.6935696601867676,0.2272335588932037,0.6935696601867676,0.0791966989636421,774,68,1455,21,-0.319687932729721,0.4511725008487701,0.8717560172080994,0.1979152113199234,-0.2043902724981308,-0.4673103094100952,-0.2204828709363937,0.3217950761318207,0.7443417906761169,0.7538526058197021,0.744819164276123
2022-08-18,aprobación mandatario quedó segundo lugar,0.6578345894813538,0.2894891500473022,0.6578345894813538,0.0526762716472148,11,21,121,2,-0.6613978147506714,1.3745876550674438,1.9018232822418213,0.5579038858413696,0.4468280971050262,-0.6383429765701294,-0.6658310890197754,-0.3921075463294983,0.4604047238826751,0.4697885513305664,0.1897327750921249
2022-08-18,presidente boric afirma producto sismo corregido magnitud reportado persona afectadas daños materiales,0.5387769937515259,0.34381303191185,0.5387769937515259,0.1174099594354629,2,4,5,0,0.6978017687797546,0.2442899793386459,0.7922728061676025,0.1370868682861328,-0.0447895415127277,-0.6247602701187134,-0.3316241204738617,-0.539398729801178,0.750342607498169,0.010183710604906,0.7420943975448608
2022-08-18,onemi informa características sismo reúnen condiciones necesarias gabriel boric visite araucanía,0.6696488857269287,0.2019303292036056,0.6696488857269287,0.1284207552671432,3,0,5,0,0.1750212013721466,-0.0932764261960983,1.4158012866973877,0.235821858048439,-0.2735574245452881,-0.8441088199615479,-0.3465805947780609,-0.1227790191769599,1.039555549621582,-0.4622959792613983,1.004791021347046
2022-08-18,tarde miercoles presidente república autoridades gobierno recibieron casa presidencial ceo empresa samsung jae seung lee,0.602472186088562,0.0527672581374645,0.602472186088562,0.3447605967521667,29,14,495,7,0.072703517973423,-0.3726415932178497,1.3070107698440552,0.4241780936717987,-0.3454623818397522,-0.6356947422027588,-0.3424115777015686,-0.5805236101150513,1.5851101875305176,0.3345440924167633,1.0991696119308472
2022-08-18,insultar gabriel boric cae gordofobia machismo xd hueones descerebrados,0.946052074432373,0.946052074432373,0.0449544191360473,0.0089935380965471,0,2,10,0,0.0588402152061462,0.6484522223472595,1.2105257511138916,0.2287476062774658,0.4091022312641144,-0.2171075046062469,-0.6256651282310486,-0.0719082057476043,0.3426678478717804,-0.383264809846878,0.9264662861824036
2022-08-18,stefan kramer mensaje izkia siches gabriel boric vía,0.6366934776306152,0.219614952802658,0.6366934776306152,0.1436915695667266,0,0,0,0,0.2330169677734375,0.6710025668144226,1.180630803108215,0.5101336240768433,0.1821780204772949,-0.2364503890275955,-0.620417058467865,0.1695613712072372,0.949039340019226,-0.1139572039246559,0.6663223505020142
2022-08-18,tvn ninguna wea mostrar llevan hora hablando temblorcito tanta importancia quehubiera gabriel boric llegando san felipe verdad credibilidad cadem marcelo lgos,0.8909559845924377,0.8909559845924377,0.0962986201047897,0.0127454418689012,0,0,1,0,-0.1909969896078109,0.8502582907676697,0.8049655556678772,0.2869158089160919,0.2944211363792419,-0.0970623269677162,-0.2752174735069275,0.4444861114025116,0.7867910265922546,0.012135250493884,0.3603927493095398
2022-08-18,encuesta mejor presidente américa latina opción gabriel boric chile opción b ninguna anteriores flamante salio segundo lugar simple asi,0.7793190479278564,0.13504059612751,0.7793190479278564,0.085640363395214,1,0,1,0,0.195665493607521,0.8279434442520142,0.8508821725845337,0.3654806315898895,-0.1174640208482742,-0.3048184514045715,-0.8809974193572998,-0.5356147289276123,1.237862467765808,-0.0073070582002401,0.6876096129417419
2022-08-18,dicen señor boric mejor presidente chile últimos años mentira señor boric mejor presidente chile toda historia aunque duela alma,0.5372743010520935,0.2998453974723816,0.5372743010520935,0.1628803163766861,0,0,0,0,0.5263927578926086,0.2010376751422882,0.8233046531677246,0.4546542465686798,-0.1786978542804718,0.0056751854717731,-0.3373009264469147,0.3613502979278564,0.8485894203186035,-0.1516268849372863,0.7045278549194336
2022-08-18,si muero dejad balcón abierto federico garcía lorca años asesinato,0.5745412707328796,0.5745412707328796,0.3890769183635711,0.0363817922770977,4986,125,29256,134,0.0379297696053981,1.113489270210266,0.0312652327120304,-0.072917453944683,0.0447350181639194,0.0094405114650726,-1.2765614986419678,-0.9044221043586732,0.2468074411153793,0.4491095244884491,0.5348224639892578
2022-08-18,puro estilo boric merluzo ignorante rechazo perdónanos san lorenzo ateo enseñaron cuento variar entendió mal pobre quería lucirse mineros ufff gabriel boric inventa historia san lorenzo vía,0.8728587627410889,0.8728587627410889,0.1118996888399124,0.0152415698394179,0,0,0,0,-0.0222063586115837,0.8163585662841797,0.6832692623138428,0.3264390230178833,-0.5341081619262695,-0.5906347632408142,-0.5347899198532104,0.3536848127841949,0.4663969576358795,0.656402587890625,0.8058663606643677
2022-08-18,gabriel boric inventa historia san lorenzo vía,0.7076576352119446,0.1071979999542236,0.7076576352119446,0.1851444244384765,0,0,0,0,-0.0772684812545776,0.9458277821540833,1.6682313680648804,0.4470369517803192,-0.278712123632431,-0.3424669802188873,-0.4103843867778778,-0.0925181210041046,0.1867034435272216,0.0384304672479629,0.6200698614120483
2022-08-18,perú merece sufriendo viviendo delincuencia armada deja descansar ninguno ciudadanos salido años violencia gobierno generando violencia,0.9538087844848632,0.9538087844848632,0.0380332097411155,0.0081580625846982,108,47,510,5,0.3499878644943237,0.9583038687705994,1.1363686323165894,0.4602366089820862,-0.2323710620403289,-0.1646660715341568,0.4806782305240631,-0.1195306926965713,-0.5227330327033997,0.8701998591423035,0.6229175925254822
2022-08-18,borja escalona plantío nahhhh conociendo nueva casa,0.7015461921691895,0.0312917456030845,0.7015461921691895,0.2671620547771454,64,56,703,26,0.2286030948162078,0.8229915499687195,0.3662566542625427,-0.2040662616491317,-0.4179877936840057,0.0077418810687959,-0.0607303641736507,-0.0358139164745807,0.7022914290428162,0.1606190204620361,0.6982331871986389
2022-08-18,presidente gabriel boric reduce do días campaña intervencionismo electoral,0.5185770392417908,0.5185770392417908,0.3974664211273193,0.0839565172791481,2,0,0,0,0.399404376745224,0.0242236126214265,1.8961317539215088,-0.100164957344532,-0.0360195711255073,-0.8945408463478088,-0.6431627869606018,-0.3926042914390564,0.6023275256156921,-0.071710966527462,1.0469422340393066
2022-08-18,regalón gabriel boric segundo presidente querido latinoamerica según encuesta ipsos mira,0.5994431972503662,0.0693327337503433,0.3312240242958069,0.5994431972503662,0,0,0,0,0.1137322708964347,0.4183160662651062,1.4134920835494995,0.0049814255908131,-0.4837280511856079,-0.5450631976127625,-0.777582585811615,-0.1684004366397857,1.0080819129943848,-0.0533028915524482,0.8786425590515137
2022-08-18,amenaza intervencionismo cambio agenda presidente boric alerta encendió oficialismo,0.5067523717880249,0.5067523717880249,0.4444449841976166,0.04880266264081,23,6,30,0,0.5127078890800476,-0.2967928647994995,1.8522289991378784,-0.5226128101348877,-0.4392030835151672,-0.8061746954917908,-0.8132116198539734,-0.3077453374862671,0.8997291326522827,0.8758323192596436,0.8848055005073547
2022-08-18,presidente boric prepara gira tren tres regiones,0.5334154963493347,0.0821548029780387,0.5334154963493347,0.3844296932220459,34,30,315,4,0.3284318447113037,-0.6692372560501099,1.4097881317138672,-0.1392407417297363,-0.0054079061374068,-0.5771721601486206,-0.716293215751648,-0.5521649122238159,1.5414376258850098,0.2342620640993118,1.182348132133484
2022-08-18,invito mirar triste historia notco cuántas veces dijimos boric desastre presidente ahhhh decían,0.90745210647583,0.90745210647583,0.0849198698997497,0.0076280171051621,38,1,36,2,-0.2762893140316009,0.6314106583595276,0.0195366889238357,0.4252288043498993,-0.0645395368337631,-0.8097410798072815,-0.0078580677509307,-0.1657646596431732,0.7865914106369019,0.586336076259613,0.5692639350891113
2022-08-18,kritik anlarn ve kritik malarn adam bogdan bogdanovic yanda,0.5271139144897461,0.2740643322467804,0.5271139144897461,0.1988218128681183,10,2,206,2,-0.6233701109886169,0.961766481399536,-0.2445249557495117,0.4719771444797516,-0.0133885219693183,-0.0252709481865167,-0.4098795354366302,0.0575741864740848,-0.3835824728012085,0.2422385066747665,0.3200837969779968
2022-08-18,propósito test drogas momento épico kast comienza webiar presidente boric desafiando hacerse test drogas muestra test realizado quedo hocico abierto nazi,0.5573045015335083,0.3237254619598388,0.5573045015335083,0.1189700216054916,8,1,48,0,-0.0005961864371784,0.2207279503345489,1.098357319831848,0.186967447400093,-0.3193211853504181,0.3050618469715118,-0.5599419474601746,-0.3965815007686615,0.5655410885810852,-0.4584755003452301,0.9245840311050416
2022-08-18,atuais líderes mais jovens do mundo gabriel boric presidente do chile n fev dritan abazovi primeiroministro montenegro n dez sanna marin primeiraministra da finlndia n nov trs so millenials tm hoje ano,0.4909100532531738,0.2910601198673248,0.4909100532531738,0.2180298566818237,3,0,4,0,-0.3112819790840149,0.4744932055473327,0.8214591145515442,0.3760260045528412,-0.0032899004872888,-0.7352641820907593,-0.4921568632125854,0.2414294481277465,0.5515367984771729,0.3347409069538116,0.1386638879776001
2022-08-18,senadora rincón enteré diario presidente boric región tampoco veía práctica presidente iba región invitaba parlamentarios región,0.5285837054252625,0.4135904610157013,0.5285837054252625,0.0578258708119392,1225,1737,3097,447,0.2535689771175384,0.0099452119320631,1.2878888845443726,-0.214182898402214,0.0044414117000997,-0.5426762104034424,-0.2059843987226486,0.1568837612867355,1.5768938064575195,0.1746620386838913,0.8500358462333679
2022-08-18,nikola nikodijevi upokojava inicijativu dveri za otkazivanje evroponosa,0.5855447053909302,0.2596193850040436,0.5855447053909302,0.154835894703865,50,28,464,42,-0.5206614136695862,0.6926189661026001,0.4651634395122528,-0.1918188631534576,0.6059880256652832,0.3257153928279876,-0.0064724339172244,0.6239367127418518,0.127940833568573,0.3143747746944427,0.6563358306884766
2022-08-18,ricardo alfonso palma salamanca prófugo justiciahomicida varios senador jaime guzmán reunido europa gabriel boric diputada maite orsini clandestinidad habilitado votar repudio,0.6562992930412292,0.3056489527225494,0.6562992930412292,0.0380518399178981,1,0,2,0,-0.3884528577327728,0.9333071112632751,0.888007640838623,-0.004095793236047,0.039010677486658,0.1595746725797653,-0.1589155197143554,-0.0298026446253061,0.4360431432723999,0.0613295882940292,0.8251838684082031
2022-08-18,gabriel boric opinión don francisco,0.6073877811431885,0.1439025551080703,0.6073877811431885,0.2487096786499023,403,24,290,18,0.36714968085289,1.5024518966674805,1.6435006856918335,0.4937964081764221,-0.0132394731044769,-0.3128445446491241,-0.903350293636322,0.1322696655988693,0.6080800294876099,-0.7453747987747192,0.2011338770389557
2022-08-18,aprobación mandatario quedó segundo lugar,0.6578345894813538,0.2894891500473022,0.6578345894813538,0.0526762716472148,7,9,56,0,-0.6613978147506714,1.3745876550674438,1.9018232822418213,0.5579038858413696,0.4468280971050262,-0.6383429765701294,-0.6658310890197754,-0.3921075463294983,0.4604047238826751,0.4697885513305664,0.1897327750921249
2022-08-18,favorito américa latina décadas gracias acoso permanente socialismo siglo xxi gabriel boric socios comunistas presenta riesgos default incluso perú,0.8676983118057251,0.8676983118057251,0.1181458011269569,0.0141558600589632,7,1,24,1,0.3624806106090545,1.1121151447296145,1.4282867908477783,0.4900596737861633,-0.8363444805145264,-0.4102123379707336,-0.4601551294326782,-0.7945712804794312,0.0863159224390983,0.6419646143913269,0.7198196053504944
2022-08-18,agosto conferencia telemática universidad católica vladímir zelenski solicito américa latina debe congelar cortar relaciones comerciales olvidar gabriel boric chile apoya zelenski,0.6356362104415894,0.2635314762592315,0.6356362104415894,0.1008323803544044,1,0,1,0,0.3791889548301697,0.4546738862991333,1.2935971021652222,0.2204769849777221,-0.3822127282619476,-0.6407026648521423,-0.6722052693367004,-0.3904072344303131,0.909058153629303,0.6708410382270813,0.7039414644241333
2022-08-18,bolsonaro ao indagado umm popular age um verdadeiro ditador autoritário resiste ao contato com aqueles pensam pequeno ele próprio brasil precisa democracia isso só possível com novo,0.6900264620780945,0.6900264620780945,0.1821405738592147,0.1278329640626907,552,1072,3633,86,-0.0228557232767343,-0.0192088317126035,0.6126060485839844,-0.2232150584459304,-0.2226883023977279,0.0143797108903527,-0.9295905232429504,-0.0499359928071498,-0.2865141034126282,0.7991505861282349,-0.0581455044448375
2022-08-18,chocante presidente da república do brasil age um marginal partiu pra cima do eleitor em brasília,0.8653171062469482,0.8653171062469482,0.0765899792313575,0.0580929517745971,204,1042,1363,55,0.0609665811061859,-0.0243061184883117,0.4960429668426513,-0.2208725064992904,-0.3334119319915771,0.1616935133934021,-0.3502931594848633,-0.4656299650669098,0.239318311214447,0.2937668859958648,0.6076428294181824
2022-08-18,jair bolsonaro ordenó prohibir ideología género colegios brasil,0.5549104809761047,0.3591336607933044,0.5549104809761047,0.0859558507800102,2548,276,9611,172,0.4069288372993469,0.1354837417602539,1.00381600856781,0.2980384230613708,-0.189954400062561,-0.1997116953134536,-1.2015712261199951,-0.4954982697963714,0.9406649470329284,0.91005277633667,1.163483500480652
2022-08-18,damos bienvenida priscilla carrasco pizarro asume nueva directora nacional sernameg nombrada presidente gabriel boric font través concurso alta dirección pública adp éxito gestión,0.5710991621017456,0.0326549634337425,0.3962458670139313,0.5710991621017456,0,0,1,0,0.0117554580792784,0.6788577437400818,1.3460651636123655,0.1803160458803177,-0.2103620916604995,-0.6602822542190552,-0.0581671521067619,-0.5136531591415405,1.226775884628296,0.0200478099286556,0.6354963779449463
2022-08-18,aunque digan nieguen constitucion comunista crea dictadura da poder presidente boric gobierne decretolo diga hace igual venezuelano toda discusión proyecto pasa congreso,0.4969736933708191,0.4632469117641449,0.4969736933708191,0.0397794768214225,1,0,3,0,0.8100566267967224,-0.4642244279384613,1.1383136510849,0.0769965052604675,-0.8197420239448547,-0.4111239016056061,-1.127048373222351,-0.0052234386093914,0.4685463011264801,0.446768194437027,1.0884087085723877
2022-08-18,absurdo bolsonaro agride homem abordou miliciano passou limites,0.6808968782424927,0.6808968782424927,0.2276872843503952,0.0914157629013061,743,1256,8200,205,0.0780911967158317,0.1016406044363975,0.2690066397190094,-0.0892289504408836,0.1145227923989296,-0.4587518572807312,-0.3825077712535858,-0.0823567360639572,0.2568729519844055,0.4887374639511108,0.2504234910011291
2022-08-18,exigimos test drogas servidores publicos presidente abajo,0.7230149507522583,0.7230149507522583,0.2597861588001251,0.017198871821165,8,1,29,0,0.1655052453279495,0.0370004549622535,1.5587761402130127,0.2360667884349823,0.4055908620357513,0.5115627646446228,-0.0582777149975299,-0.1884997338056564,0.4135583341121673,0.4081132411956787,-0.0463821776211261
2022-08-18,agrado presidente oficina,0.5573615431785583,0.0355753824114799,0.4070631265640259,0.5573615431785583,484,76,2126,24,-0.3111528754234314,0.070304661989212,1.0646700859069824,0.3199523389339447,0.0755005255341529,0.0297574996948242,-0.5798745155334473,-0.1341404169797897,0.7590883374214172,0.9996158480644226,-0.3143327534198761
2022-08-18,gastar letras pensamiento do presidentes honduras mel verdadero sra cubrir eventos hijo habla inglés preparado do anteriores habla interpreta firma simple gobierno único,0.755402147769928,0.0752046555280685,0.755402147769928,0.1693931818008422,44,101,243,17,0.6384235620498657,-0.3362492322921753,1.2816619873046875,0.0701519101858139,-0.5285346508026123,-0.7336441278457642,0.0774742662906646,-0.1922773867845535,0.2513240575790405,1.104515552520752,0.7785462737083435
2022-08-18,sinceramente creo boric trastorno mental inhabilita covenientemenete elevaron presidente manipularlo tellier mantienen siches creo,0.6642065048217773,0.6642065048217773,0.3207643032073974,0.0150292366743087,78,17,87,4,0.0941637232899665,0.6444823741912842,0.6827016472816467,0.4712100028991699,-0.2107175141572952,-0.2309127002954483,-0.394345760345459,0.2316613942384719,0.7291839718818665,0.4831543862819671,0.7608997225761414
2022-08-18,historia gabriel boric bueno,0.4720452725887298,0.1119993105530738,0.4720452725887298,0.4159553945064544,1,1,0,0,-0.4936144649982452,1.0988047122955322,2.026127815246582,0.6168348789215088,1.0179141759872437,-0.1476407051086425,-0.159791812300682,-0.3289762139320373,-0.0301518086344003,0.118138700723648,0.8723347783088684
2022-08-18,presidente gabriel boric inicia mañana gira tren sur plutotv vivo señal youtube,0.6647635102272034,0.0906855389475822,0.6647635102272034,0.2445509880781173,6,4,27,2,0.3951238989830017,-0.0390985608100891,1.6206120252609253,0.1697173863649368,-0.1850270330905914,-0.7252756953239441,-0.6965939998626709,-0.0920952633023262,1.4246838092803955,0.2477804869413375,0.7780121564865112
2022-08-18,derecha insiste excelencia presidente república sr gabriel boric f visite araucanía preparado algún recibimiento especial ultrones derecha izquierda,0.6685659289360046,0.1899343132972717,0.6685659289360046,0.1414997726678848,0,0,1,0,0.2906524240970611,0.0868558138608932,1.2528936862945557,0.2467923015356063,-0.2826054394245147,-0.191178023815155,-0.4858672022819519,-0.5615776181221008,1.0904126167297363,0.259196400642395,0.8294503688812256
2022-08-18,esperen pervertido gonzalo carrera noticia tendencia algún aporte positivo congreso país gasto inútil plata saco weas dedica desparramar odio estupideces merecen extinción votantes,0.949428915977478,0.949428915977478,0.0429686196148395,0.0076024746522307,1,0,3,0,0.2430491149425506,0.7501049637794495,0.744278609752655,0.4181222915649414,0.0411451943218708,-0.0575395002961158,-0.1648121029138565,-0.1894230991601944,0.8271995782852173,0.3115732371807098,0.4607496559619903
2022-08-18,peor presidente historia,0.8153560161590576,0.8153560161590576,0.1581884026527404,0.0264555290341377,159,179,700,13,-0.9472512006759644,0.2785916328430176,1.2183780670166016,0.5237387418746948,1.1514196395874023,0.7460518479347229,0.4063403010368347,0.3412269055843353,1.237694263458252,0.3165830075740814,-0.5426751375198364
2022-08-18,gobierno comunista gabriel boric amenaza chilenos puesto última dosis vacuna voluntaria,0.6590901017189026,0.6590901017189026,0.2996405959129333,0.041269265115261,0,1,2,1,0.3486296832561493,0.3507194519042969,1.7806165218353271,0.2187022119760513,-0.1656088531017303,-0.2017562538385391,-0.6948862671852112,-0.9579388499259948,1.4992880821228027,0.0711141377687454,1.361721754074097
2022-08-18,conmemoran años muerte alberto hurtado respondemos pedido alguna gabriela mistral dejar ramo aromos sepultura paguemos deudas contraídas pueblo,0.5817438364028931,0.5817438364028931,0.3998875319957733,0.0183686334639787,391,362,1961,49,0.2356423437595367,0.7967339754104614,0.8500270843505859,0.1291732937097549,-0.1007087975740432,0.2734968960285187,-0.0150215299800038,0.1240435987710952,1.098520040512085,0.2577675879001617,0.3837020993232727
2022-08-18,misión constitucional cumplida elegido contralor general república ciudadano idóneo acuerdo norma constitucionales vigentesespero última congreso elige contralor mecanismo crearemos tribunal cuentas modelo ocde,0.7138454914093018,0.0476352386176586,0.7138454914093018,0.2385192662477493,562,277,1795,41,0.1905337870121002,-0.2073904275894165,1.2932554483413696,-0.1365956962108612,-0.6145250797271729,-0.0276038162410259,-0.4808245897293091,-0.0728896781802177,-0.0393468476831913,0.428447812795639,0.9427492618560792
2022-08-18,solidaridad presidente boric asiste tumba padre hurtado gonzalo carrera burla muertos izquierda rrss distinto,0.5133494138717651,0.292674571275711,0.5133494138717651,0.193975955247879,76,1,186,2,0.316607117652893,0.5254065990447998,1.288892149925232,-0.0504421815276145,-0.1780721992254257,-0.5279402732849121,-0.4328798353672027,-0.0960879623889923,0.640094518661499,0.0612258687615394,0.6044729948043823
2022-08-18,surreal essa colab do com pelo vídeo logo presidente vai na manso maromba trocar ideia com toguro tudo tem feito bom brasil isso vai parar internet ainda falaram data ma já to ansioso,0.4366143047809601,0.4366143047809601,0.3085421919822693,0.2548435926437378,205,18,1327,4,0.434541791677475,0.6554481983184814,0.6003608703613281,-0.0952717885375022,0.1344747245311737,-0.7192857265472412,-0.5275771021842957,-0.174040287733078,0.1917956173419952,0.7044363617897034,0.3986734449863434
2022-08-18,presidente boric participó ceremonia nacional solidaridad conmemoraron años muerte sacerdote jesuita alberto hurtado,0.5124054551124573,0.1827234476804733,0.5124054551124573,0.3048710823059082,6,2,20,0,-0.0339050069451332,0.3706650137901306,1.6250168085098269,0.1089634746313095,-0.1366090923547744,0.0738225430250167,-0.3879828751087188,-0.2981910109519958,0.5390195846557617,0.1646547764539718,0.9296558499336244
2022-08-18,pasa chile pueblo empoderado creencia pueden deben hacerse bienes burgueses armas necesitan va bien felicito,0.6826205253601074,0.038096085190773,0.2792834341526031,0.6826205253601074,137,45,344,25,0.699231743812561,0.6470515131950378,0.6194518804550171,-0.0029256760608404,-0.3811604082584381,0.0400801785290241,-0.0023090958129614,-0.1651802510023117,0.0355316884815692,0.989335834980011,1.120525598526001
2022-08-18,ateno irmos patriotas do rondnia esse é um grande parlamentar brilhou na cpi defendeu bravamente nosso capito aliado fiel amigo nosso presidente votem em marcos rogério é claro divulguem,0.6405362486839294,0.0991123989224433,0.2603513598442077,0.6405362486839294,685,67,1423,44,0.2647995054721832,0.4556781947612762,0.3288884460926056,0.0923850238323211,-0.5541362166404724,-0.1592088788747787,-0.3005723059177398,-0.1393889933824539,0.4055201113224029,0.9152880311012268,0.0401282273232936
2022-08-18,si foto presidente gabriel boric súper decente,0.9177852869033812,0.0183296743780374,0.0638849884271621,0.9177852869033812,25,2,76,0,-0.13426573574543,0.5937274694442749,0.9321170449256896,-0.1859147846698761,0.6919640898704529,-0.2053544819355011,-1.1136722564697266,-0.2549182176589966,0.6259172558784485,0.3178814351558685,0.6796021461486816
2022-08-18,gobierno bolsonaro medida delincuencia permitió propios ciudadanos asesinaran asaltantes increíblemente basados do brasil,0.9144234657287598,0.9144234657287598,0.0728472545742988,0.0127292396500706,27,13,245,1,-0.0904356017708778,0.3986716568470001,0.624339759349823,0.6739614009857178,-0.4870681166648865,-0.1223976016044616,0.0410884134471416,0.1271209716796875,-0.157612606883049,0.7535884976387024,0.7231163382530212
2022-08-18,na ausencia do presidente gabriel boric viaja pelo interior do pais reuni palacio da moneda com ministro coordenador do governo giorgio jackson,0.6102373600006104,0.6102373600006104,0.2903364896774292,0.099426195025444,6,0,78,0,-0.0355790331959724,0.0990436077117919,1.3976770639419556,-0.1370549499988556,0.267813891172409,0.1253340542316436,-0.5782819390296936,-0.0909749716520309,0.7837902903556824,-0.185075044631958,0.5408470630645752
2022-08-18,disk balada guilherme biro flagrado em balada faam alguma coisa com essas atitudes ele pode jogar mais pelo coxa quem disser é montagem é tava junto,0.4335900247097015,0.3751777410507202,0.4335900247097015,0.1912322342395782,22,18,259,5,0.4728288054466247,0.7505714297294617,0.0888305008411407,-0.0637887343764305,0.3988778293132782,-0.289497971534729,-0.5991065502166748,0.2087895274162292,0.1916601806879043,-0.0610495917499065,0.283537358045578
2022-08-18,tomaremos palco septiembre espero corte internet,0.6267033219337463,0.3589300811290741,0.6267033219337463,0.0143666444346308,0,0,0,0,0.2555623650550842,-0.2316596508026123,2.16965913772583,0.1152063757181167,-0.2182456254959106,-0.0609411224722862,-0.2264283150434494,0.0991432219743728,1.1460888385772705,1.3511793613433838,0.1035048589110374
2022-08-18,vistipuntos despues hecho izquierda partiendo presidente inmorales maldito tira piedra esconde mano boric peor presidente historia mundo marcela cordero,0.9344933032989502,0.9344933032989502,0.0569921173155307,0.0085145635530352,22,2,30,0,0.0909222513437271,0.9580923318862916,0.7319213151931763,0.2555914223194122,-0.1000780314207077,-0.3768303990364074,-0.3000478446483612,0.3737645745277405,0.3234958350658417,0.1189290657639503,0.4969179332256317
